,No,Japanese,English,German,French,Korean,Simplified Chinese,Traditional Chinese,Generation,Form,H,A,B,C,D,S,Ability1,Ability2,Ability3,Type1,Type2,Weight,Evolve Flag,GalarPokedex,PaldeaPokedex
880,740,ケケンカニ,Crabominable,Krawell,Crabominable,모단단게,好胜毛蟹,好勝毛蟹,7,-,97.0,132.0,77.0,62.0,67.0,43.0,かいりきバサミ,てつのこぶし,いかりのツボ,かくとう,こおり,7.0,1,0,1
881,741,オドリドリ,Oricorio,Choreogel,Plumeline,춤추새,花舞鸟,花舞鳥,7,めらめらスタイル,75.0,70.0,70.0,98.0,70.0,93.0,おどりこ,-,-,ほのお,ひこう,3.4,1,0,1
882,741,オドリドリ,Oricorio,Choreogel,Plumeline,춤추새,花舞鸟,花舞鳥,7,ぱちぱちスタイル,75.0,70.0,70.0,98.0,70.0,93.0,おどりこ,-,-,でんき,ひこう,3.4,1,0,1
883,741,オドリドリ,Oricorio,Choreogel,Plumeline,춤추새,花舞鸟,花舞鳥,7,ふらふらスタイル,75.0,70.0,70.0,98.0,70.0,93.0,おどりこ,-,-,エスパー,ひこう,3.4,1,0,1
884,741,オドリドリ,Oricorio,Choreogel,Plumeline,춤추새,花舞鸟,花舞鳥,7,まいまいスタイル,75.0,70.0,70.0,98.0,70.0,93.0,おどりこ,-,-,ゴースト,ひこう,3.4,1,0,1
885,742,アブリー,Cutiefly,Wommel,Bombydou,에블리,萌虻,萌虻,7,-,40.0,45.0,40.0,55.0,40.0,84.0,みつあつめ,りんぷん,スイートベール,むし,フェアリー,0.2,0,1,0
886,743,アブリボン,Ribombee,Bandelby,Rubombelle,에리본,蝶结萌虻,蝶結萌虻,7,-,60.0,55.0,60.0,95.0,70.0,124.0,みつあつめ,りんぷん,スイートベール,むし,フェアリー,0.5,1,1,0
887,744,イワンコ,Rockruff,Wuffels,Rocabot,암멍이,岩狗狗,岩狗狗,7,-,45.0,65.0,40.0,30.0,40.0,60.0,するどいめ,やるき,ふくつのこころ,いわ,-,9.2,0,1,1
888,745,ルガルガン,Lycanroc,Wolwerock,Lougaroc,루가루암,鬃岩狼人,鬃岩狼人,7,まひるのすがた,75.0,115.0,65.0,55.0,65.0,112.0,するどいめ,すなかき,ふくつのこころ,いわ,-,25.0,1,1,1
889,745,ルガルガン,Lycanroc,Wolwerock,Lougaroc,루가루암,鬃岩狼人,鬃岩狼人,7,まよなかのすがた,85.0,115.0,75.0,55.0,75.0,82.0,するどいめ,やるき,ノーガード,いわ,-,25.0,1,1,1
890,745,ルガルガン,Lycanroc,Wolwerock,Lougaroc,루가루암,鬃岩狼人,鬃岩狼人,7,たそがれのすがた,75.0,117.0,65.0,55.0,65.0,110.0,かたいツメ,-,-,いわ,-,25.0,1,1,1
891,746,ヨワシ,Wishiwashi,Lusardin,Froussardine,약어리,弱丁鱼,弱丁魚,7,たんどくのすがた,45.0,20.0,20.0,25.0,25.0,40.0,ぎょぐん,-,ぎょぐん,みず,-,0.3,1,1,0
892,746,ヨワシ,Wishiwashi,Lusardin,Froussardine,약어리,弱丁鱼,弱丁魚,7,むれたすがた,45.0,140.0,130.0,140.0,135.0,30.0,ぎょぐん,-,ぎょぐん,みず,-,78.6,1,1,0
893,747,ヒドイデ,Mareanie,Garstella,Vorastérie,시마사리,好坏星,好壞星,7,-,50.0,53.0,62.0,43.0,52.0,45.0,ひとでなし,じゅうなん,さいせいりょく,どく,みず,185.0,0,1,1
894,748,ドヒドイデ,Toxapex,Aggrostella,Prédastérie,더시마사리,超坏星,超壞星,7,-,50.0,63.0,152.0,53.0,142.0,35.0,ひとでなし,じゅうなん,さいせいりょく,どく,みず,185.0,1,1,1
895,749,ドロバンコ,Mudbray,Pampuli,Tiboudet,머드나기,泥驴仔,泥驢仔,7,-,70.0,100.0,70.0,45.0,55.0,45.0,マイペース,じきゅうりょく,-,じめん,-,110.0,0,1,1
896,750,バンバドロ,Mudsdale,Pampross,Bourrinos,만마드,重泥挽马,重泥挽馬,7,-,100.0,125.0,100.0,55.0,85.0,35.0,マイペース,じきゅうりょく,-,じめん,-,920.0,1,1,1
897,751,シズクモ,Dewpider,Araqua,Araqua,물거미,滴蛛,滴蛛,7,-,38.0,40.0,52.0,40.0,72.0,27.0,すいほう,-,ちょすい,みず,むし,185.0,0,1,0
898,752,オニシズクモ,Araquanid,Aranestro,Tarenbulle,깨비물거미,滴蛛霸,滴蛛霸,7,-,68.0,70.0,92.0,50.0,132.0,42.0,すいほう,-,ちょすい,みず,むし,185.0,1,1,0
899,753,カリキリ,Fomantis,Imantis,Mimantis,짜랑랑,伪螳草,偽螳草,7,-,40.0,55.0,35.0,50.0,35.0,35.0,リーフガード,-,あまのじゃく,くさ,-,1.5,0,1,1
900,754,ラランテス,Lurantis,Mantidea,Floramantis,라란티스,兰螳花,蘭螳花,7,-,70.0,105.0,90.0,80.0,90.0,45.0,リーフガード,-,あまのじゃく,くさ,-,18.5,1,1,1
901,755,ネマシュ,Morelull,Bubungus,Spododo,자마슈,睡睡菇,睡睡菇,7,-,40.0,35.0,55.0,65.0,75.0,15.0,はっこう,ほうし,あめうけざら,くさ,フェアリー,1.5,0,1,0
902,756,マシェード,Shiinotic,Lamellux,Lampignon,마셰이드,灯罩夜菇,燈罩夜菇,7,-,60.0,45.0,80.0,90.0,100.0,30.0,はっこう,ほうし,あめうけざら,くさ,フェアリー,1.5,1,1,0
903,757,ヤトウモリ,Salandit,Molunk,Tritox,야도뇽,夜盗火蜥,夜盜火蜥,7,-,48.0,44.0,40.0,71.0,40.0,77.0,ふしょく,-,どんかん,どく,ほのお,4.8,0,1,1
904,758,エンニュート,Salazzle,Amfira,Malamandre,염뉴트,焰后蜥,焰后蜥,7,-,68.0,64.0,60.0,111.0,60.0,117.0,ふしょく,-,どんかん,どく,ほのお,4.8,1,1,1
905,759,ヌイコグマ,Stufful,Velursi,Nounourson,포곰곰,童偶熊,童偶熊,7,-,70.0,75.0,50.0,45.0,50.0,50.0,もふもふ,ぶきよう,メロメロボディ,ノーマル,かくとう,6.8,0,1,0
906,760,キテルグマ,Bewear,Kosturso,Chelours,이븐곰,穿着熊,穿著熊,7,-,120.0,125.0,80.0,55.0,60.0,60.0,もふもふ,ぶきよう,きんちょうかん,ノーマル,かくとう,135.0,1,1,0
907,761,アマカジ,Bounsweet,Frubberl,Croquine,달콤아,甜竹竹,甜竹竹,7,-,42.0,30.0,38.0,30.0,38.0,32.0,リーフガード,どんかん,スイートベール,くさ,-,3.2,0,1,1
908,762,アママイコ,Steenee,Frubaila,Candine,달무리나,甜舞妮,甜舞妮,7,-,52.0,40.0,48.0,40.0,48.0,62.0,リーフガード,どんかん,スイートベール,くさ,-,8.2,0,1,1
909,763,アマージョ,Tsareena,Fruyal,Sucreine,달코퀸,甜冷美后,甜冷美后,7,-,72.0,120.0,98.0,50.0,98.0,72.0,リーフガード,じょおうのいげん,スイートベール,くさ,-,21.4,1,1,1
910,764,キュワワー,Comfey,Curelei,Guérilande,큐아링,花疗环环,花療環環,7,-,51.0,52.0,90.0,82.0,110.0,100.0,フラワーベール,ヒーリングシフト,しぜんかいふく,フェアリー,-,0.3,1,1,0
911,765,ヤレユータン,Oranguru,Kommandutan,Gouroutan,하랑우탄,智挥猩,智揮猩,7,-,90.0,60.0,80.0,90.0,110.0,60.0,せいしんりょく,テレパシー,きょうせい,ノーマル,エスパー,76.0,1,1,1
912,766,ナゲツケサル,Passimian,Quartermak,Quartermac,내던숭이,投掷猴,投擲猴,7,-,100.0,120.0,90.0,40.0,60.0,80.0,レシーバー,-,まけんき,かくとう,-,82.8,1,1,1
913,767,コソクムシ,Wimpod,Reißlaus,Sovkipou,꼬시레,胆小虫,膽小蟲,7,-,25.0,35.0,40.0,20.0,30.0,80.0,にげごし,-,-,むし,みず,12.0,0,1,0
914,768,グソクムシャ,Golisopod,Tectass,Sarmuraï,갑주무사,具甲武者,具甲武者,7,-,75.0,125.0,140.0,60.0,90.0,40.0,ききかいひ,-,-,むし,みず,12.0,1,1,0
915,769,スナバァ,Sandygast,Sankabuh,Bacabouh,모래꿍,沙丘娃,沙丘娃,7,-,55.0,55.0,80.0,70.0,45.0,15.0,みずがため,-,すながくれ,ゴースト,じめん,70.0,0,1,1
916,770,シロデスナ,Palossand,Colossand,Trépassable,모래성이당,噬沙堡爷,噬沙堡爺,7,-,85.0,75.0,110.0,100.0,75.0,35.0,みずがため,-,すながくれ,ゴースト,じめん,10.0,1,1,1
917,771,ナマコブシ,Pyukumuku,Gufa,Concombaffe,해무기,拳海参,拳海參,7,-,55.0,60.0,130.0,30.0,130.0,5.0,とびだすなかみ,-,てんねん,みず,-,1.2,1,1,0
918,772,タイプ：ヌル,Type: Null,Typ:Null,Type:0,타입:널,属性：空,屬性：空,7,-,95.0,95.0,95.0,95.0,95.0,59.0,カブトアーマー,-,-,ノーマル,-,120.5,0,1,0
919,773,シルヴァディ,Silvally,Amigento,Silvallié,실버디,银伴战兽,銀伴戰獸,7,-,95.0,95.0,95.0,95.0,95.0,95.0,ＡＲシステム,-,-,ノーマル,-,100.5,1,1,0
920,774,メテノ,Minior,Meteno,Météno,메테노,小陨星,小隕星,7,-,60.0,60.0,100.0,60.0,100.0,60.0,リミットシールド,-,-,いわ,ひこう,40.0,1,0,0
921,774,メテノ,Minior,Meteno,Météno,메테노,小陨星,小隕星,7,-,60.0,100.0,60.0,100.0,60.0,120.0,リミットシールド,-,-,いわ,ひこう,40.0,1,0,0
922,775,ネッコアラ,Komala,Koalelu,Dodoala,자말라,树枕尾熊,樹枕尾熊,7,-,65.0,115.0,65.0,75.0,95.0,65.0,ぜったいねむり,-,-,ノーマル,-,19.9,1,0,1
923,776,バクガメス,Turtonator,Tortunator,Boumata,폭거북스,爆焰龟兽,爆焰龜獸,7,-,60.0,78.0,135.0,91.0,85.0,36.0,シェルアーマー,-,-,ほのお,ドラゴン,212.0,1,1,0
924,777,トゲデマル,Togedemaru,Togedemaru,Togedemaru,토게데마루,托戈德玛尔,托戈德瑪爾,7,-,65.0,98.0,63.0,40.0,73.0,96.0,てつのトゲ,ひらいしん,がんじょう,でんき,はがね,3.3,1,1,0
925,778,ミミッキュ,Mimikyu,Mimigma,Mimiqui,따라큐,谜拟Ｑ,謎擬Ｑ,7,-,55.0,90.0,80.0,50.0,105.0,96.0,ばけのかわ,-,-,ゴースト,フェアリー,0.7,1,1,1
926,779,ハギギシリ,Bruxish,Knirfish,Denticrisse,치갈기,磨牙彩皮鱼,磨牙彩皮魚,7,-,68.0,105.0,70.0,70.0,70.0,92.0,ビビッドボディ,がんじょうあご,ミラクルスキン,みず,エスパー,19.0,1,0,1
927,780,ジジーロン,Drampa,Sen-Long,Draïeul,할비롱,老翁龙,老翁龍,7,-,78.0,60.0,85.0,135.0,91.0,36.0,ぎゃくじょう,そうしょく,ノーてんき,ノーマル,ドラゴン,185.0,1,1,0
928,781,ダダリン,Dhelmise,Moruda,Sinistrail,타타륜,破破舵轮,破破舵輪,7,-,70.0,131.0,100.0,86.0,90.0,40.0,はがねつかい,-,-,ゴースト,くさ,185.0,1,1,0
929,782,ジャラコ,Jangmo-o,Miniras,Bébécaille,짜랑꼬,心鳞宝,心鱗寶,7,-,45.0,55.0,65.0,45.0,45.0,45.0,ぼうだん,ぼうおん,ぼうじん,ドラゴン,-,29.7,0,1,0
930,783,ジャランゴ,Hakamo-o,Mediras,Écaïd,짜랑고우,鳞甲龙,鱗甲龍,7,-,55.0,75.0,90.0,65.0,70.0,65.0,ぼうだん,ぼうおん,ぼうじん,ドラゴン,かくとう,47.0,0,1,0
931,784,ジャラランガ,Kommo-o,Grandiras,Ékaïser,짜랑고우거,杖尾鳞甲龙,杖尾鱗甲龍,7,-,75.0,110.0,125.0,100.0,105.0,85.0,ぼうだん,ぼうおん,ぼうじん,ドラゴン,かくとう,78.2,1,1,0
932,785,カプ・コケコ,Tapu Koko,Kapu-Riki,Tokorico,카푸꼬꼬꼭,卡璞・鸣鸣,卡璞・鳴鳴,7,-,70.0,115.0,85.0,95.0,75.0,130.0,エレキメーカー,-,テレパシー,でんき,フェアリー,20.5,1,1,0
933,786,カプ・テテフ,Tapu Lele,Kapu-Fala,Tokopiyon,카푸나비나,卡璞・蝶蝶,卡璞・蝶蝶,7,-,70.0,85.0,75.0,130.0,115.0,95.0,サイコメイカー,-,テレパシー,エスパー,フェアリー,18.6,1,1,0
934,787,カプ・ブルル,Tapu Bulu,Kapu-Toro,Tokotoro,카푸브루루,卡璞・哞哞,卡璞・哞哞,7,-,70.0,130.0,115.0,85.0,95.0,75.0,グラスメイカー,-,テレパシー,くさ,フェアリー,45.5,1,1,0
935,788,カプ・レヒレ,Tapu Fini,Kapu-Kime,Tokopisco,카푸느지느,卡璞・鳍鳍,卡璞・鰭鰭,7,-,70.0,75.0,115.0,95.0,130.0,85.0,ミストメイカー,-,テレパシー,みず,フェアリー,21.2,1,1,0
936,789,コスモッグ,Cosmog,Cosmog,Cosmog,코스모그,科斯莫古,科斯莫古,7,-,43.0,29.0,31.0,29.0,31.0,37.0,てんねん,-,-,エスパー,-,0.1,0,1,0
937,790,コスモウム,Cosmoem,Cosmovum,Cosmovum,코스모움,科斯莫姆,科斯莫姆,7,-,43.0,29.0,131.0,29.0,131.0,37.0,がんじょう,-,-,エスパー,-,999.9,0,1,0
938,791,ソルガレオ,Solgaleo,Solgaleo,Solgaleo,솔가레오,索尔迦雷欧,索爾迦雷歐,7,-,137.0,137.0,107.0,113.0,89.0,97.0,メタルプロテクト,-,-,エスパー,はがね,230.0,1,1,0
939,792,ルナアーラ,Lunala,Lunala,Lunala,루나아라,露奈雅拉,露奈雅拉,7,-,137.0,113.0,89.0,137.0,107.0,97.0,ファントムガード,-,-,エスパー,ゴースト,120.0,1,1,0
940,793,ウツロイド,Nihilego,Anego,Zéroïd,텅비드,虚吾伊德,虛吾伊德,7,-,109.0,53.0,47.0,127.0,131.0,103.0,ビーストブースト,-,-,いわ,どく,55.5,1,1,0
941,794,マッシブーン,Buzzwole,Masskito,Mouscoto,매시붕,爆肌蚊,爆肌蚊,7,-,107.0,139.0,139.0,53.0,53.0,79.0,ビーストブースト,-,-,むし,かくとう,333.6,1,1,0
942,795,フェローチェ,Pheromosa,Schabelle,Cancrelove,페로코체,费洛美螂,費洛美螂,7,-,71.0,137.0,37.0,137.0,37.0,151.0,ビーストブースト,-,-,むし,かくとう,25.0,1,1,0
943,796,デンジュモク,Xurkitree,Voltriant,Câblifère,전수목,电束木,電束木,7,-,83.0,89.0,71.0,173.0,71.0,83.0,ビーストブースト,-,-,でんき,-,100.0,1,1,0
944,797,テッカグヤ,Celesteela,Kaguron,Bamboiselle,철화구야,铁火辉夜,鐵火輝夜,7,-,97.0,101.0,103.0,107.0,101.0,61.0,ビーストブースト,-,-,はがね,ゴースト,999.9,1,1,0
945,798,カミツルギ,Kartana,Katagami,Katagami,종이신도,纸御剑,紙御劍,7,-,59.0,181.0,131.0,59.0,31.0,109.0,ビーストブースト,-,-,くさ,はがね,0.1,1,1,0
946,799,アクジキング,Guzzlord,Schlingking,Engloutyran,악식킹,恶食大王,惡食大王,7,-,223.0,101.0,53.0,97.0,53.0,43.0,ビーストブースト,-,-,ドラゴン,あく,888.8,1,1,0
947,800,ネクロズマ,Necrozma,Necrozma,Necrozma,네크로즈마,奈克洛兹玛,奈克洛茲瑪,7,-,97.0,107.0,101.0,127.0,89.0,79.0,プリズムアーマー,-,-,エスパー,-,230.0,1,1,0
948,800,ネクロズマ,Necrozma,Necrozma,Necrozma,네크로즈마,奈克洛兹玛,奈克洛茲瑪,7,月食のすがた,97.0,113.0,109.0,157.0,127.0,77.0,プリズムアーマー,-,-,エスパー,はがね,460.0,1,1,0
949,800,ネクロズマ,Necrozma,Necrozma,Necrozma,네크로즈마,奈克洛兹玛,奈克洛茲瑪,7,日食のすがた,97.0,157.0,127.0,113.0,109.0,77.0,プリズムアーマー,-,-,エスパー,ゴースト,350.0,1,1,0
950,800,ネクロズマ,Necrozma,Necrozma,Necrozma,네크로즈마,奈克洛兹玛,奈克洛茲瑪,7,U,97.0,167.0,97.0,167.0,97.0,129.0,ブレインフォース,-,-,エスパー,ドラゴン,230.0,1,1,0
951,801,マギアナ,Magearna,Magearna,Magearna,마기아나,玛机雅娜,瑪機雅娜,7,-,80.0,95.0,115.0,130.0,115.0,65.0,ソウルハート,-,-,はがね,フェアリー,80.5,1,1,1
952,802,マーシャドー,Marshadow,Marshadow,Marshadow,마샤도,玛夏多,瑪夏多,7,-,90.0,125.0,80.0,90.0,90.0,125.0,テクニシャン,-,-,かくとう,ゴースト,22.2,1,1,0
953,803,ベベノム,Poipole,Venicro,Vémini,베베놈,毒贝比,毒貝比,7,-,67.0,73.0,67.0,73.0,67.0,73.0,ビーストブースト,-,-,どく,-,1.8,0,1,0
954,804,アーゴヨン,Naganadel,Agoyon,Mandrillon,아고용,四颚针龙,四顎針龍,7,-,73.0,73.0,73.0,127.0,73.0,121.0,ビーストブースト,-,-,どく,ドラゴン,150.0,1,1,0
955,805,ツンデツンデ,Stakataka,Muramura,Ama-Ama,차곡차곡,垒磊石,壘磊石,7,-,61.0,131.0,211.0,53.0,101.0,13.0,ビーストブースト,-,-,いわ,はがね,820.0,1,1,0
956,806,ズガドーン,Blacephalon,Kopplosio,Pierroteknik,두파팡,砰头小丑,砰頭小丑,7,-,53.0,127.0,53.0,151.0,79.0,107.0,ビーストブースト,-,-,ほのお,ゴースト,13.0,1,1,0
957,807,ゼラオラ,Zeraora,Zeraora,Zeraora,제라오라,捷拉奥拉,捷拉奧拉,7,-,88.0,112.0,75.0,102.0,80.0,143.0,ちくでん,-,-,でんき,-,44.5,1,1,0
958,808,メルタン,Meltan,Meltan,Meltan,멜탄,美录坦,美錄坦,8,-,46.0,65.0,65.0,55.0,35.0,34.0,じりょく,-,-,はがね,-,8.0,0,1,0
959,809,メルメタル,Melmetal,Melmetal,Melmetal,멜메탈,美录梅塔,美錄梅塔,8,-,135.0,143.0,143.0,80.0,65.0,34.0,てつのこぶし,-,-,はがね,-,800.0,1,1,0
960,810,サルノリ,Grookey,Chimpep,Ouistempo,흥나숭,敲音猴,敲音猴,8,-,50.0,65.0,50.0,40.0,40.0,65.0,しんりょく,-,グラスメイカー,くさ,-,5.0,0,1,1
961,811,バチンキー,Thwackey,Chimstix,Badabouin,채키몽,啪咚猴,啪咚猴,8,-,70.0,85.0,70.0,55.0,60.0,80.0,しんりょく,-,グラスメイカー,くさ,-,14.0,0,1,1
962,812,ゴリランダー,Rillaboom,Gortrom,Gorythmic,고릴타,轰擂金刚猩,轟擂金剛猩,8,-,100.0,125.0,90.0,60.0,70.0,85.0,しんりょく,-,グラスメイカー,くさ,-,90.0,1,1,1
963,813,ヒバニー,Scorbunny,Hopplo,Flambino,염버니,炎兔儿,炎兔兒,8,-,50.0,71.0,40.0,40.0,40.0,69.0,もうか,-,リベロ,ほのお,-,4.5,0,1,1
964,814,ラビフット,Raboot,Kickerlo,Lapyro,래비풋 Raebiput,腾蹴小将,騰蹴小將,8,-,65.0,86.0,60.0,55.0,60.0,94.0,もうか,-,リベロ,ほのお,-,9.0,0,1,1
965,815,エースバーン,Cinderace,Liberlo,Pyrobut,에이스번,闪焰王牌,閃焰王牌,8,-,80.0,116.0,75.0,65.0,75.0,119.0,もうか,-,リベロ,ほのお,-,33.0,1,1,1
966,816,メッソン,Sobble,Memmeon,Larméléon,울머기,泪眼蜥,淚眼蜥,8,-,50.0,40.0,40.0,70.0,40.0,70.0,げきりゅう,-,スナイパー,みず,-,4.0,0,1,1
967,817,ジメレオン,Drizzile,Phlegleon,Arrozard,누겔레온,变涩蜥,變澀蜥,8,-,65.0,60.0,55.0,95.0,55.0,90.0,げきりゅう,-,スナイパー,みず,-,11.5,0,1,1
968,818,インテレオン,Inteleon,Intelleon,Lézargus,인텔리레온,千面避役,千面避役,8,-,70.0,85.0,65.0,125.0,65.0,120.0,げきりゅう,-,スナイパー,みず,-,45.2,1,1,1
969,819,ホシガリス,Skwovet,Raffel,Rongourmand,탐리스,贪心栗鼠,貪心栗鼠 ,8,-,70.0,55.0,55.0,35.0,35.0,25.0,ほおぶくろ,-,くいしんぼう,ノーマル,-,2.5,0,1,1
970,820,ヨクバリス,Greedent,Schlaraffel,Rongrigou,요씽리스,藏饱栗鼠,藏飽栗鼠,8,-,120.0,95.0,95.0,55.0,75.0,20.0,ほおぶくろ,-,くいしんぼう,ノーマル,-,6.0,1,1,1
971,821,ココガラ,Rookidee,Meikro,Minisange,파라꼬,稚山雀,稚山雀,8,-,38.0,47.0,35.0,33.0,35.0,57.0,するどいめ,きんちょうかん,はとむね,ひこう,-,1.8,0,1,1
972,822,アオガラス,Corvisquire,Kranoviz,Bleuseille,파크로우,蓝鸦,藍鴉,8,-,68.0,67.0,55.0,43.0,55.0,77.0,するどいめ,きんちょうかん,はとむね,ひこう,-,16.0,0,1,1
973,823,アーマーガア,Corviknight,Krarmor,Corvaillus,아마까오,钢铠鸦,鋼鎧鴉,8,-,98.0,87.0,105.0,53.0,85.0,67.0,プレッシャー,きんちょうかん,ミラーアーマー,ひこう,はがね,75.0,1,1,1
974,824,サッチムシ,Blipbug,Sensect,Larvadar,두루지벌레,索侦虫,索偵蟲,8,-,25.0,20.0,20.0,25.0,45.0,45.0,むしのしらせ,ふくがん,テレパシー,むし,-,8.0,0,1,0
975,825,レドームシ,Dottler,Keradar,Coléodôme,레돔벌레,天罩虫,天罩蟲,8,-,50.0,35.0,80.0,50.0,90.0,30.0,むしのしらせ,ふくがん,テレパシー,むし,エスパー,19.5,0,1,0
976,826,イオルブ,Orbeetle,Maritellit,Astronelle,이올브,以欧路普,以歐路普,8,-,60.0,45.0,110.0,80.0,120.0,90.0,むしのしらせ,おみとおし,テレパシー,むし,エスパー,40.8,1,1,0
977,827,クスネ,Nickit,Kleptifux,Goupilou,훔처우,偷儿狐,偷兒狐,8,-,40.0,28.0,28.0,47.0,52.0,50.0,にげあし,かるわざ,はりこみ,あく,-,8.9,0,1,0
978,828,フォクスライ,Thievul,Gaunux,Roublenard,폭슬라이,狐大盗,狐大盜,8,-,70.0,58.0,58.0,87.0,92.0,90.0,にげあし,かるわざ,はりこみ,あく,-,19.9,1,1,0
979,829,ヒメンカ,Gossifleur,Cottini,Tournicoton,꼬모카,幼棉棉,幼棉棉,8,-,40.0,40.0,60.0,40.0,60.0,10.0,わたげ,さいせいりょく,ほうし,くさ,-,2.2,0,1,0
980,830,ワタシラガ,Eldegoss,Cottomi,Blancoton,백솜모카,白蓬蓬,白蓬蓬,8,-,60.0,50.0,90.0,80.0,120.0,60.0,わたげ,さいせいりょく,ほうし,くさ,-,2.5,1,1,0
981,831,ウールー,Wooloo,Wolly,Moumouton,우르,毛辫羊,毛辮羊,8,-,42.0,40.0,55.0,40.0,45.0,48.0,もふもふ,にげあし,ぼうだん,ノーマル,-,6.0,0,1,0
982,832,バイウールー,Dubwool,Zwollock,Moumouflon,배우르,,,8,-,72.0,80.0,100.0,60.0,90.0,88.0,もふもふ,にげあし,ぼうだん,ノーマル,-,13.0,1,1,0
983,833,カムカメ,Chewtle,Kamehaps,Khélocrok,깨물부기,咬咬龟,咬咬龜,8,-,50.0,64.0,50.0,38.0,38.0,44.0,がんじょうあご,シェルアーマー,すいすい,みず,-,8.5,0,1,1
984,834,カジリガメ,Drednaw,Kamalm,Torgamord,갈가부기,暴噬龟,暴噬龜,8,-,90.0,115.0,90.0,48.0,68.0,74.0,がんじょうあご,シェルアーマー,すいすい,みず,いわ,115.0,1,1,1
985,835,ワンパチ,Yamper,Voldi,Voltoutou,멍파치,来电汪,來電汪,8,-,59.0,45.0,50.0,40.0,50.0,26.0,たまひろい,-,びびり,でんき,-,13.5,0,1,0
986,836,パルスワン,Boltund,Bellektro,Fulgudog,펄스멍,逐電犬,逐电犬,8,-,69.0,90.0,60.0,90.0,60.0,121.0,がんじょうあご,-,かちき,でんき,-,34.0,1,1,0
987,837,タンドン,Rolycoly,Klonkett,Charbi,탄동,小炭仔,小炭仔,8,-,30.0,40.0,50.0,40.0,50.0,30.0,じょうききかん,たいねつ,もらいび,いわ,-,12.0,0,1,1
988,838,トロッゴン,Rolycoly,Klonkett,Charbi,탄동,小炭仔,小炭仔,8,-,80.0,60.0,90.0,60.0,70.0,50.0,じょうききかん,ほのおのからだ,もらいび,いわ,ほのお,85.0,0,1,1
989,839,セキタンザン,Rolycoly,Klonkett,Charbi,탄동,小炭仔,小炭仔,8,-,110.0,80.0,120.0,80.0,90.0,30.0,じょうききかん,ほのおのからだ,もらいび,いわ,ほのお,310.5,1,1,1
990,840,カジッチュ,Applin,Knapfel,Verpom,과사삭벌레,啃果虫,啃果蟲,8,-,40.0,40.0,80.0,40.0,40.0,20.0,じゅくせい,くいしんぼう,ぼうだん,くさ,-,0.5,0,1,1
991,841,アップリュー,Flapple,Drapfel,Pomdrapi,애프룡,苹裹龙,蘋裹龍,8,-,70.0,110.0,80.0,95.0,60.0,70.0,じゅくせい,くいしんぼう,ぼうだん,くさ,ドラゴン,1.0,1,1,1
992,842,タルップル,Appletun,Schlapfel,Dratatin,단지래플,丰蜜龙,豐蜜龍,8,-,110.0,85.0,80.0,100.0,80.0,30.0,じゅくせい,くいしんぼう,ぼうだん,くさ,ドラゴン,13.0,1,1,1
993,843,スナヘビ,Silicobra,Salanga,Dunaja,모래뱀,,,8,-,52.0,57.0,75.0,35.0,50.0,46.0,すなはき,だっぴ,すながくれ,じめん,-,7.6,0,1,1
994,844,サダイジャ,Sandaconda,Sanaconda,Dunaconda,사다이사,,,8,-,72.0,107.0,125.0,65.0,70.0,71.0,すなはき,だっぴ,すながくれ,じめん,-,65.5,1,1,1
995,845,ウッウ,Cramorant,Urgl,Nigosier,윽우지,古月鸟,古月鳥,8,-,70.0,85.0,55.0,85.0,95.0,85.0,うのミサイル,-,-,ひこう,みず,18.0,1,1,0
996,846,サシカマス,Arrokuda,Pikuda,Embrochet,찌로꼬치,刺梭鱼,刺梭魚,8,-,41.0,63.0,40.0,40.0,30.0,66.0,すいすい,-,スクリューおびれ,みず,-,1.0,0,1,1
997,847,カマスジョー,Barraskewda,Barrakiefa,Hastacuda,꼬치조,,,8,-,61.0,123.0,60.0,60.0,50.0,136.0,すいすい,-,スクリューおびれ,みず,-,30.0,1,1,1
998,848,エレズン,Toxel,Toxel,Toxizap,일레즌,毒电婴,毒電嬰,8,-,40.0,38.0,35.0,54.0,35.0,40.0,びびり,せいでんき,ぶきよう,でんき,どく,11.0,0,1,1
999,849,ストリンダー,Toxtricity,Riffex,Salarsen,스트린더,颤弦蝾螈,顫弦蠑螈,8,ハイなすがた,75.0,98.0,70.0,114.0,70.0,75.0,パンクロック,プラス,テクニシャン,でんき,どく,40.0,1,1,1
1000,849,ストリンダー,Toxtricity,Riffex,Salarsen,스트린더,颤弦蝾螈,顫弦蠑螈,8,ローなすがた,75.0,98.0,70.0,114.0,70.0,75.0,パンクロック,マイナス,テクニシャン,でんき,どく,40.0,1,1,1
1001,850,ヤクデ,Sizzlipede,Thermopod,Grillepattes,태우지네,燒火蚣,烧火蚣,8,-,50.0,65.0,45.0,50.0,50.0,45.0,もらいび,しろいけむり,ほのおのからだ,ほのお,むし,1.0,0,1,0
1002,851,マルヤクデ,Centiskorch,Infernopod,Scolocendre,다태우지네,,,8,-,100.0,115.0,65.0,90.0,90.0,65.0,もらいび,しろいけむり,ほのおのからだ,ほのお,むし,120.0,1,1,0
1003,852,タタッコ,Clobbopus,Klopptopus,Poulpaf,때때무노,拳拳蛸,拳拳蛸,8,-,50.0,68.0,60.0,50.0,50.0,32.0,じゅうなん,-,テクニシャン,かくとう,-,4.0,0,1,0
